Qualidade dos Dados:;Aprovado  ;Suspeito  ;Reprovado  ;Fora do Limite  ;Não Verificado  ;;;;;;;;;;;;;;;;;;
;Régua Seca  ;Régua Coberta  ;Rio Seco  ;Rio Cortado  ;;;;;;;;;;;;;;;;;;;
Temperatura Interna / Status da Bateria:;;  Normal  ;  Atenção  ;  Crítico  ;Não Verificado  ;;;;;;;;;;;;;;;;;;
Estação: 5 - 86720000 - ENCANTADO;;;;;;;;;;;;;;;;;;;;;;;
Data/Hora;Chuva Horária (mm);Nível adotado (cm);Vazão (m³/s);Bateria (V);Temp. Interna (ºC);;;;;;;;;;;;;;;;;;
21/03/2024 16:00;0.00;118.00;10.80;13.70;22.80;;;;;;;;;;;;;;;;;;
21/03/2024 15:45;0.00;118.00;10.80;13.70;22.80;;;;;;;;;;;;;;;;;;
21/03/2024 15:30;0.20;118.00;10.80;13.70;22.80;;;;;;;;;;;;;;;;;;
21/03/2024 15:15;0.80;118.00;10.80;14.00;23.40;;;;;;;;;;;;;;;;;;
21/03/2024 15:00;0.00;118.00;10.80;14.00;23.40;;;;;;;;;;;;;;;;;;
21/03/2024 14:45;0.00;118.00;10.80;14.00;23.40;;;;;;;;;;;;;;;;;;
21/03/2024 14:30;0.00;118.00;10.80;14.00;23.40;;;;;;;;;;;;;;;;;;
21/03/2024 14:15;0.00;117.00;9.90;14.20;24.20;;;;;;;;;;;;;;;;;;
21/03/2024 14:00;0.00;117.00;9.90;14.20;24.20;;;;;;;;;;;;;;;;;;
21/03/2024 13:45;0.00;117.00;9.90;14.20;24.20;;;;;;;;;;;;;;;;;;
21/03/2024 13:30;0.00;117.00;9.90;14.20;24.20;;;;;;;;;;;;;;;;;;
21/03/2024 13:15;0.00;117.00;9.90;14.10;23.40;;;;;;;;;;;;;;;;;;
21/03/2024 13:00;0.00;117.00;9.90;14.10;23.40;;;;;;;;;;;;;;;;;;
21/03/2024 12:45;0.00;117.00;9.90;14.10;23.40;;;;;;;;;;;;;;;;;;
21/03/2024 12:30;0.20;116.00;9.10;14.10;23.40;;;;;;;;;;;;;;;;;;
21/03/2024 12:15;0.00;117.00;9.90;14.10;23.30;;;;;;;;;;;;;;;;;;
21/03/2024 12:00;0.20;116.00;9.10;14.10;23.30;;;;;;;;;;;;;;;;;;
21/03/2024 11:45;0.00;117.00;9.90;14.10;23.30;;;;;;;;;;;;;;;;;;
21/03/2024 11:30;0.00;117.00;9.90;14.10;23.30;;;;;;;;;;;;;;;;;;
21/03/2024 11:15;0.00;117.00;9.90;14.20;23.60;;;;;;;;;;;;;;;;;;
21/03/2024 11:00;0.00;117.00;9.90;14.20;23.60;;;;;;;;;;;;;;;;;;
21/03/2024 10:45;0.00;117.00;9.90;14.20;23.60;;;;;;;;;;;;;;;;;;
21/03/2024 10:30;0.00;117.00;9.90;14.20;23.60;;;;;;;;;;;;;;;;;;
21/03/2024 10:15;0.00;118.00;10.80;13.70;21.50;;;;;;;;;;;;;;;;;;
21/03/2024 10:00;0.00;118.00;10.80;13.70;21.50;;;;;;;;;;;;;;;;;;
21/03/2024 09:45;0.20;118.00;10.80;13.70;21.50;;;;;;;;;;;;;;;;;;
21/03/2024 09:30;0.00;118.00;10.80;13.70;21.50;;;;;;;;;;;;;;;;;;
21/03/2024 09:15;0.20;118.00;10.80;13.20;20.90;;;;;;;;;;;;;;;;;;
21/03/2024 09:00;0.00;118.00;10.80;13.20;20.90;;;;;;;;;;;;;;;;;;
21/03/2024 08:45;0.00;119.00;11.70;13.20;20.90;;;;;;;;;;;;;;;;;;
21/03/2024 08:30;0.20;119.00;11.70;13.20;20.90;;;;;;;;;;;;;;;;;;
21/03/2024 08:15;0.80;119.00;11.70;12.60;20.80;;;;;;;;;;;;;;;;;;
21/03/2024 08:00;0.40;119.00;11.70;12.60;20.80;;;;;;;;;;;;;;;;;;
21/03/2024 07:45;1.20;119.00;11.70;12.60;20.80;;;;;;;;;;;;;;;;;;
21/03/2024 07:30;0.80;119.00;11.70;12.60;20.80;;;;;;;;;;;;;;;;;;
21/03/2024 07:15;0.80;119.00;11.70;12.60;21.00;;;;;;;;;;;;;;;;;;
21/03/2024 07:00;0.60;119.00;11.70;12.60;21.00;;;;;;;;;;;;;;;;;;
21/03/2024 06:45;0.60;119.00;11.70;12.60;21.00;;;;;;;;;;;;;;;;;;
21/03/2024 06:30;1.00;119.00;11.70;12.60;21.00;;;;;;;;;;;;;;;;;;
21/03/2024 06:15;4.00;118.00;10.80;12.60;21.70;;;;;;;;;;;;;;;;;;
21/03/2024 06:00;7.60;118.00;10.80;12.60;21.70;;;;;;;;;;;;;;;;;;
21/03/2024 05:45;7.40;118.00;10.80;12.60;21.70;;;;;;;;;;;;;;;;;;
21/03/2024 05:30;1.60;117.00;9.90;12.60;21.70;;;;;;;;;;;;;;;;;;
21/03/2024 05:15;0.60;120.00;12.60;12.60;26.70;;;;;;;;;;;;;;;;;;
21/03/2024 05:00;0.00;117.00;9.90;12.60;26.70;;;;;;;;;;;;;;;;;;
21/03/2024 04:45;0.00;118.00;10.80;12.60;26.70;;;;;;;;;;;;;;;;;;
21/03/2024 04:30;0.00;118.00;10.80;12.60;26.70;;;;;;;;;;;;;;;;;;
21/03/2024 04:15;0.00;118.00;10.80;12.60;26.60;;;;;;;;;;;;;;;;;;
21/03/2024 04:00;0.00;118.00;10.80;12.60;26.60;;;;;;;;;;;;;;;;;;
21/03/2024 03:45;0.00;119.00;11.70;12.60;26.60;;;;;;;;;;;;;;;;;;
21/03/2024 03:30;0.00;120.00;12.60;12.60;26.60;;;;;;;;;;;;;;;;;;
21/03/2024 03:15;0.00;119.00;11.70;12.70;26.40;;;;;;;;;;;;;;;;;;
21/03/2024 03:00;0.00;120.00;12.60;12.70;26.40;;;;;;;;;;;;;;;;;;
21/03/2024 02:45;0.00;120.00;12.60;12.70;26.40;;;;;;;;;;;;;;;;;;
21/03/2024 02:30;0.00;120.00;12.60;12.70;26.40;;;;;;;;;;;;;;;;;;
21/03/2024 02:15;0.00;121.00;13.60;12.70;26.70;;;;;;;;;;;;;;;;;;
21/03/2024 02:00;0.00;121.00;13.60;12.70;26.70;;;;;;;;;;;;;;;;;;
21/03/2024 01:45;0.00;121.00;13.60;12.70;26.70;;;;;;;;;;;;;;;;;;
21/03/2024 01:30;0.00;121.00;13.60;12.70;26.70;;;;;;;;;;;;;;;;;;
21/03/2024 01:15;0.00;122.00;14.60;12.70;27.10;;;;;;;;;;;;;;;;;;
21/03/2024 01:00;0.00;122.00;14.60;12.70;27.10;;;;;;;;;;;;;;;;;;
21/03/2024 00:45;0.00;122.00;14.60;12.70;27.10;;;;;;;;;;;;;;;;;;
21/03/2024 00:30;0.00;122.00;14.60;12.70;27.10;;;;;;;;;;;;;;;;;;
21/03/2024 00:15;0.00;122.00;14.60;12.90;27.80;;;;;;;;;;;;;;;;;;
21/03/2024 00:00;0.00;122.00;14.60;12.90;27.80;;;;;;;;;;;;;;;;;;
20/03/2024 23:45;0.00;122.00;14.60;12.90;27.80;;;;;;;;;;;;;;;;;;
20/03/2024 23:30;0.00;122.00;14.60;12.90;27.80;;;;;;;;;;;;;;;;;;
20/03/2024 23:15;0.00;122.00;14.60;12.90;28.60;;;;;;;;;;;;;;;;;;
20/03/2024 23:00;0.00;122.00;14.60;12.90;28.60;;;;;;;;;;;;;;;;;;
20/03/2024 22:45;0.00;123.00;15.60;12.90;28.60;;;;;;;;;;;;;;;;;;
20/03/2024 22:30;0.00;122.00;14.60;12.90;28.60;;;;;;;;;;;;;;;;;;
20/03/2024 22:15;0.00;122.00;14.60;12.90;29.60;;;;;;;;;;;;;;;;;;
20/03/2024 22:00;0.00;122.00;14.60;12.90;29.60;;;;;;;;;;;;;;;;;;
